Yemen : plusieurs combattants d'Al-Qaida tuÃ©s dans des raids	"Sept combattants d'Al-Qaida ont Ã©tÃ© tuÃ©s et deux autres blessÃ©s, samedi, dans deux raids aÃ©riens menÃ©s par les forces armÃ©es du YÃ©men dans le sud du pays.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb47056/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165665082802/u/197/f/3052/c/205/s/2cb47056/a2.htm\""><img src=\""http://da.feedsportal.com/r/165665082802/u/197/f/3052/c/205/s/2cb47056/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165665082802/u/197/f/3052/c/205/s/2cb47056/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/proche-orient/article/2013/06/01/yemen-plusieurs-combattants-d-al-qaida-tues-dans-des-raids_3422336_3218.html	http://www.lemonde.fr/tiny/3422336/	2013-06-01 15:10:40	2013-06-01 16:08:00	International	null
Turquie : Erdogan ou l'ivresse du pouvoir	"Editorial. La mobilisation qui s'est enclenchÃ©e cette semaine aux abords de la place Taksim Ã  Istanbul va marquer un tournant politique en Turquie.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb3e071/mf.gif\"" border=\""0\"" />"	http://www.lemonde.fr/idees/article/2013/06/01/turquie-m-erdogan-ou-l-ivresse-du-pouvoir_3422267_3232.html	http://www.lemonde.fr/tiny/3422267/	2013-06-01 15:10:41	2013-06-01 13:40:00	International	null
Comment suivre les manifestations en Turquie en ligne	"Depuis le dÃ©but du mouvement, les manifestants s'organisent en grande partie en ligne, et utilisent les rÃ©seaux pour faire passer leurs messages.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb443de/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664740327/u/197/f/3052/c/205/s/2cb443de/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664740327/u/197/f/3052/c/205/s/2cb443de/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664740327/u/197/f/3052/c/205/s/2cb443de/a2t.img\"" border=\""0\"" />"	http://bigbrowser.blog.lemonde.fr/2013/06/01/occupygezi-suivre-les-manifestations-en-turquie-en-ligne/	http://www.lemonde.fr/tiny/3422350/	2013-06-01 16:10:40	2013-06-01 17:30:00	International	null
DÃ©fendre ou abattre les blaireaux ? En Angleterre, &quot;that is the question&quot;	"Les dÃ©fenseurs des animaux, les citadins et les travaillistes estiment cette pratique brutale et inutile.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb4c2e3/mf.gif\"" border=\""0\"" />"	http://www.lemonde.fr/planete/article/2013/06/01/defendre-ou-abattre-les-blaireaux-en-angleterre-that-is-the-question_3422165_3244.html	http://www.lemonde.fr/tiny/3422165/	2013-06-01 16:10:40	2013-06-01 12:49:00	International	null
Irak : dÃ©mantÃ¨lement d'une cellule d'Al-QaÃ¯da qui fabriquait des armes chimiques	"La cellule dÃ©mantelÃ©e d'Al-QaÃ¯da fabriquait du gaz sarin et du gaz moutarde en vue des commettre des attentats en Irak, en Europe et en AmÃ©rique du Nord.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb554be/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664558097/u/197/f/3052/c/205/s/2cb554be/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664558097/u/197/f/3052/c/205/s/2cb554be/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664558097/u/197/f/3052/c/205/s/2cb554be/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/proche-orient/article/2013/06/01/irak-demantelement-d-une-cellule-d-al-qaida-qui-fabriquait-des-armes-chimiques_3422382_3218.html	http://www.lemonde.fr/tiny/3422382/	2013-06-01 18:10:39	2013-06-01 19:49:00	International	null
GuinÃ©e-Equatoriale : sans surprise, le parti prÃ©sidentiel proclame sa victoire	"Le Parti dÃ©mocratique deÂ GuinÃ©e-Equatoriale (PDGE) du prÃ©sident Teodoro Obiang assure avoir remportÃ© les Ã©lections lÃ©gislatives, mais n'a pas donnÃ© de chiffres. \""Les rÃ©sultats Ã©taient connus d'avance\"", assure l'opposition.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb53fbb/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165665085964/u/197/f/3052/c/205/s/2cb53fbb/a2.htm\""><img src=\""http://da.feedsportal.com/r/165665085964/u/197/f/3052/c/205/s/2cb53fbb/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165665085964/u/197/f/3052/c/205/s/2cb53fbb/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/afrique/article/2013/06/01/guinee-equatoriale-sans-surprise-le-parti-presidentiel-proclame-sa-victoire_3422366_3212.html	http://www.lemonde.fr/tiny/3422366/	2013-06-01 18:10:39	2013-06-01 19:34:00	International	null
Pour Damas, &quot;le peuple turc ne mÃ©rite pas toute cette sauvagerie&quot;	"\""Les revendications du peuple turc ne mÃ©ritent pas toute cette violence\"" a estimÃ© le ministre syrien de l'information Omrane al-Zohbi.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb53fbc/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165665085963/u/197/f/3052/c/205/s/2cb53fbc/a2.htm\""><img src=\""http://da.feedsportal.com/r/165665085963/u/197/f/3052/c/205/s/2cb53fbc/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165665085963/u/197/f/3052/c/205/s/2cb53fbc/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/europe/article/2013/06/01/pour-damas-le-peuple-turc-ne-merite-pas-toute-cette-sauvagerie_3422371_3214.html	http://www.lemonde.fr/tiny/3422371/	2013-06-01 18:10:39	2013-06-01 19:30:00	International	null
Une loi anti-tabac entre en vigueur en Russie au grand dam des fumeurs	"Le texte a pour ambition de rÃ©duire de moitiÃ© le nombre de fumeurs dans ce pays, qui en compte quelque 44 millions. Chaque annÃ©e, prÃ¨s de 400 000 personnes meurent du tabagisme en Russie.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb5053f/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664742153/u/197/f/3052/c/205/s/2cb5053f/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664742153/u/197/f/3052/c/205/s/2cb5053f/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664742153/u/197/f/3052/c/205/s/2cb5053f/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/europe/article/2013/06/01/une-loi-anti-tabac-entre-en-vigueur-en-russie-au-grand-dam-des-fumeurs_3422367_3214.html	http://www.lemonde.fr/tiny/3422367/	2013-06-01 18:10:39	2013-06-01 19:04:00	International	null
Plusieurs milliers de manifestants Ã  Francfort contre l'austÃ©ritÃ©	"Des manifestations anti-austÃ©ritÃ© sont Ã©galement prÃ©vues dans 17 villes portugaises ainsi qu'Ã  Madrid.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb50541/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664742152/u/197/f/3052/c/205/s/2cb50541/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664742152/u/197/f/3052/c/205/s/2cb50541/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664742152/u/197/f/3052/c/205/s/2cb50541/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/economie/article/2013/06/01/plusieurs-milliers-de-manifestants-a-francfort-contre-l-austerite_3422362_3234.html	http://www.lemonde.fr/tiny/3422362/	2013-06-01 18:10:39	2013-06-01 18:44:00	International	null
La vidÃ©o qui embarrasse l'opposition syrienne	"Un combattant de la rÃ©bellion qui fait mine de dÃ©vorer le coeur d'un ennemi tout en appelant Ã  la haine confessionnelle. Des images qui fragilisent l'opposition, mÃªme si les rÃ©vÃ©lations concernant l'utilisation d'armes chimiques par le rÃ©gime prouvent que l'horreur est d'abord dans le camp d'Assad.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb5c09b/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664743321/u/197/f/3052/c/205/s/2cb5c09b/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664743321/u/197/f/3052/c/205/s/2cb5c09b/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664743321/u/197/f/3052/c/205/s/2cb5c09b/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/style/article/2013/06/01/la-video-qui-embarrasse-l-opposition-syrienne_3420880_1575563.html	http://www.lemonde.fr/tiny/3420880/	2013-06-01 19:10:40	2013-06-01 20:25:00	International	null
Soldat tuÃ© Ã  Londres : le deuxiÃ¨me suspect inculpÃ©	"Michael Adebolajo, 28 ans, a Ã©tÃ© inculpÃ© du meurtre du soldat Lee Rigby, 25 ans.Â Il comparaÃ®tra lundi devant le tribunal de Westminster Ã  Londres.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb6d30b/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664561015/u/197/f/3052/c/205/s/2cb6d30b/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664561015/u/197/f/3052/c/205/s/2cb6d30b/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664561015/u/197/f/3052/c/205/s/2cb6d30b/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/europe/article/2013/06/01/soldat-tue-a-londres-le-deuxieme-suspect-inculpe_3422408_3214.html	http://www.lemonde.fr/tiny/3422408/	2013-06-01 22:10:41	2013-06-01 22:49:00	International	null
Manifestants de gauche et d'extrÃªme droite s'opposent dans les rues de Londres	"Des sympathisants d'organisations de gauche ont manifestÃ© contre un rassemblement du parti d'extrÃªme droite British National Party organisÃ© en rÃ©action au meurtre d'un soldat britannique.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb77ac5/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664562337/u/197/f/3052/c/205/s/2cb77ac5/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664562337/u/197/f/3052/c/205/s/2cb77ac5/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664562337/u/197/f/3052/c/205/s/2cb77ac5/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/europe/article/2013/06/01/manifestants-de-gauche-et-d-extreme-droite-s-opposent-dans-les-rues-de-londres_3422402_3214.html	http://www.lemonde.fr/tiny/3422402/	2013-06-01 23:10:39	2013-06-02 00:26:00	International	null
Le Japon cherche Ã  rassurer ses partenaires asiatiques	"Le ministre de la dÃ©fense japonais a voulu rassurer ses partenaires sur le durcissement de la politique extÃ©rieure du Japon lors de la confÃ©rence annuelle sur la sÃ©curitÃ© rÃ©gionale qui se tenait Ã  Singapour.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb6d8bc/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664561733/u/197/f/3052/c/205/s/2cb6d8bc/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664561733/u/197/f/3052/c/205/s/2cb6d8bc/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664561733/u/197/f/3052/c/205/s/2cb6d8bc/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/japon/article/2013/06/01/le-japon-cherche-a-rassurer-ses-partenaires-asiatiques_3422418_1492975.html	http://www.lemonde.fr/tiny/3422418/	2013-06-01 23:10:39	2013-06-02 00:06:00	International	null
Russie : le maire de la capitale du Daguestan arrÃªtÃ© pour le meurtre d'un enquÃªteur	"SaÃ¯d Amirov, maire de Makhatchkala,Â est poursuivi pour avoir organisÃ© le meurtre en dÃ©cembre 2011 d'Arsen Gadjibekov quiÂ enquÃªtait notamment sur des policiers soupÃ§onnÃ©s d'Ãªtre liÃ©s au crime organisÃ©.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb6d8bd/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664561732/u/197/f/3052/c/205/s/2cb6d8bd/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664561732/u/197/f/3052/c/205/s/2cb6d8bd/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664561732/u/197/f/3052/c/205/s/2cb6d8bd/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/europe/article/2013/06/01/russie-le-maire-de-la-capitale-du-daguestan-arrete-pour-le-meurtre-d-un-enqueteur_3422411_3214.html	http://www.lemonde.fr/tiny/3422411/	2013-06-01 23:10:39	2013-06-01 23:44:00	International	null
Niger : trois gardiens de prison tuÃ©s par des &quot;terroristes&quot; Ã  Niamey	"Trois gardiens de la prison de Niamey, la capitale du Niger, ont Ã©tÃ© tuÃ©s par des dÃ©tenus samedi, a-t-on appris de source officielle.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb7a16d/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664655065/u/197/f/3052/c/205/s/2cb7a16d/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664655065/u/197/f/3052/c/205/s/2cb7a16d/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664655065/u/197/f/3052/c/205/s/2cb7a16d/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/afrique/article/2013/06/02/niger-trois-gardiens-de-prison-tues-par-des-terroristes-a-niamey_3422432_3212.html	http://www.lemonde.fr/tiny/3422432/	2013-06-02 01:10:43	2013-06-02 02:15:00	International	null
Quatre membres de l'OTAN tuÃ©s en Afghanistan	"Ces pertes portent Ã  72 le bilan des morts dans les rangs de la force de l'OTAN depuis le dÃ©but de l'annÃ©e.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb7a16f/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664655064/u/197/f/3052/c/205/s/2cb7a16f/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664655064/u/197/f/3052/c/205/s/2cb7a16f/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664655064/u/197/f/3052/c/205/s/2cb7a16f/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/asie-pacifique/article/2013/06/01/quatre-membres-de-l-otan-tues-en-afghanistan_3422430_3216.html	http://www.lemonde.fr/tiny/3422430/	2013-06-02 01:10:45	2013-06-02 01:50:00	International	null
